humour,message,updated_at,child_count,post_id,vote_count,created_at,location,collection Time
0,"Ik zit niet zo lekker in mijn vel, en ik merk dat mijn libido veel minder is. Tot een paar maandjes geleden had ik eigenlijk altijd wel zin, maar nu bijna nooit meer. Mijn vriend merkt dit ook en hij begrijpt het niet, ook niet als ik het -",2019-10-19 00:05:54.180000,12,5da9e04b1bbe6b001b000eae,12,2019-10-18 17:54:51.725000,Nijmegen,2019-10-19 19:45:02.769448
,Als je per ongeluk een lijst verrekend in wie betaalt wat kun je dat dan nog ongedaan maken?,2019-10-19 00:46:15.111000,16,5da9ea7c12feb4001b447c00,4,2019-10-18 18:38:20.563000,Nijmegen,2019-10-19 21:25:03.825919
,Zo fijn als een jodeltekst precies zo uitkomt dat het een volledig gevuld blok tekst vormt zonder leegte aan het einde van de zinnen. Ik word er helemaal zen van en krijg daardoor trek om een uiltje te gaan knappen.,2019-10-19 17:07:32.448000,8,5da9eb750eb744001eedaf24,85,2019-10-18 18:42:29.642000,Nijmegen,2019-10-19 21:55:01.986009
1,Zou een onafhankelijkheidsreferendum zoals voor Catalonië ook andersom werken? Kunnen we van Limburg af als alle andere provinciën voor Limburgse vrijheid stemmen?,2019-10-18 21:31:24.245000,12,5da9f63bc1292d001d4be3e4,45,2019-10-18 19:28:27.689000,Nijmegen,2019-10-19 22:05:02.211644
0,Drop je favo nummer: ,2019-10-19 09:06:02.312000,23,5da9fc58baa4b0001ca3efe3,4,2019-10-18 19:54:32.985000,Nijmegen,2019-10-19 22:10:02.783224
,Ff goed door het geluid heen vandaag ,2019-10-18 21:23:09.936000,1,5daa1016cc2af1001ec96c55,7,2019-10-18 21:18:46.453000,Nijmegen,2019-10-19 22:25:02.358575
,Ik dacht dat er vandaag een uncensored op gentstudent kwam. Waar kan ik die vinden?,2019-10-19 22:29:05.764000,6,5dab6e352c241e0018ab71f0,-4,2019-10-19 22:12:37.301000,Nijmegen,2019-10-19 22:30:03.995781
,"Vrouwen met een spiraaltje: Anderhalve maand geleden heb ik een spiraaltje laten plaatsen en sinds een aantal weken lijkt mijn libido sterk verminderd (verdwenen??), terwijl ik juist beter in mijn vel zit. Is dit herkenbaar?",2019-10-19 00:52:54.449000,16,5daa166c5ff6fa00196dd0ca,18,2019-10-18 21:45:48.121000,Nijmegen,2019-10-19 22:30:03.995781
0,Ik zit in mijn 23e levensjaar en mijn tieten zijn al een aantal weken opgezet en gevoelig. Zou daar dan eindelijk die lang verwachtte groeispurt zijn??😍😍😍😍,2019-10-19 23:00:47.094000,34,5dab71246c4539001e5f3ec0,-3,2019-10-19 22:25:08.520000,Nijmegen,2019-10-19 23:05:02.438815
1,Ik wou dat ik nep kon zijn. Neppe meiden lijken bij iedereen in de smaak te vallen.,2019-10-19 23:28:53.714000,2,5dab7eee62197a001cdf3cbb,-3,2019-10-19 23:23:58.452000,Nijmegen,2019-10-19 23:30:02.129793
0,Heeft iemand in sshn boeckstatehof ideal? Ik heb wel PayPal en zou hat meteen over kunnen maken #jhj #hulp,2019-10-19 06:49:51.685000,5,5daa18de19b734001d6cef73,5,2019-10-18 21:56:14.032000,Nijmegen,2019-10-19 23:30:02.129793
0,Ik ben op zoek naar een loodgieter ivm een lekkage. Iemand tips?,2019-10-19 10:41:40.794000,10,5daa3805bc273a001a00e58e,3,2019-10-19 00:09:09.996000,Nijmegen,2019-10-20 00:00:02.296400
,Mijn voeten zijn koud au,2019-10-19 00:38:07.336000,3,5daa3680f711a1001b520c7a,6,2019-10-19 00:02:40.699000,Nijmegen,2019-10-20 00:00:02.296400
0,Hoe is het jullie gelukt om schijt te hebben aan wat andere denken en lekker jezelf te zijn?,2019-10-19 15:05:55.782000,33,5daa35b01fdb63001c28593e,17,2019-10-18 23:59:12.577000,Nijmegen,2019-10-20 00:00:02.296400
1,"Ik zat in de trein vanaf Tilnurg naar Nijmegen. Ben in slaap gevallen en sta nu in Dieren. Maar er zijn weinig dieren hier

#vrijmibo",2019-10-19 05:51:21.225000,7,5daa27dc94960a001ecf2795,55,2019-10-18 23:00:12.974000,Nijmegen,2019-10-20 00:00:02.296400
0,"Iemand zin om te kikken? Vrij hectische nacht achter de rug en zoek wat afleiding.. geen zorgen, niet uit op seks(praat)! ",2019-10-19 15:33:25.818000,5,5daab632913b30001b53fa2c,10,2019-10-19 09:07:30.049000,Nijmegen,2019-10-20 00:05:02.761187
0,Jodelmeeting bij roxys zo?,2019-10-19 13:07:26.683000,10,5daa3cf238bc74001ed10ec9,7,2019-10-19 00:30:10.403000,Nijmegen,2019-10-20 00:05:02.761187
1,"""A man who lies with another man should be stoned!
It helps, that's all I'm saying.""

-Frankie Boyle",2019-10-19 14:59:07.995000,2,5daac206e8230b001bcfde8e,18,2019-10-19 09:57:58.426000,Nijmegen,2019-10-20 00:10:02.369235
0,Zijn er hier jodelaars die boulderen en waar ik een keertje mee mag gaan? Ben benieuwd of het iets voor mij is en wil niet alleen.,2019-10-19 21:34:09.322000,15,5daac1b682659b001763faf4,13,2019-10-19 09:56:38.746000,Nijmegen,2019-10-20 00:10:02.369235
,"""That""

-she",2019-10-19 17:38:37.459000,10,5daadf5d49cfdb001aeeedc9,45,2019-10-19 12:03:09.036000,Nijmegen,2019-10-20 00:25:02.120286
1,"I could be your astronaut, if you want some space. 

- Damien Rice",2019-10-19 16:44:52.354000,5,5daad8153fa07d001ceae8c1,23,2019-10-19 11:32:05.269000,Beek-Ubbergen,2019-10-20 00:25:02.120286
0,Waarom zijn er ineens allemaal andere kleurtjes?,2019-10-20 00:11:05.351000,0,5dab89f9084fe7001f378698,2,2019-10-20 00:11:05.351000,Nijmegen,2019-10-20 00:35:02.417851
1,"Meteorologen van Weeronline adviseren nu als compromis in de zomer-/wintertijddiscussie om de klok een half uur te verzetten. 

What. The. Fuck. 

Dan hebben we dus met alle landen een tijdsverschil van x.5 uur.",2019-10-19 22:05:10.858000,22,5daae02febc4e2001ae1d59b,32,2019-10-19 12:06:39.938000,Beek-Ubbergen,2019-10-20 00:55:02.459576
,Paars,2019-10-20 00:00:51.655000,0,5dab87937c140d001cc3222e,-4,2019-10-20 00:00:51.655000,Nijmegen,2019-10-20 01:05:02.499351
,Paars!!,2019-10-20 00:01:02.125000,0,5dab879e54fcf0001bbb7691,-4,2019-10-20 00:01:02.125000,Nijmegen,2019-10-20 01:30:02.134867
0,Hebben jullie tips/recepten voor een lekker vegetarisch of vegan gerecht?,2019-10-19 17:20:43.120000,17,5daafa2bc3094d001a265798,4,2019-10-19 13:57:31.831000,Nijmegen,2019-10-20 01:30:02.134867
1,"Ik, langharige meneer, had net even een momentje met een andere langharige man. Voelde me net een buschauffeur.",2019-10-19 13:54:29.198000,4,5daaee586062850017a93b7d,40,2019-10-19 13:07:04.386000,Nijmegen,2019-10-20 01:30:02.134867
1,Ik snap telefoons tegenwoordig niet. Ze halen nuttige functionaliteit weg zoals de fingerprintscanner en vervolgens introduceren ze 4 camera's op de achterkant. Waarom?,2019-10-19 16:37:02.173000,15,5daaea866062850017a92e3d,2,2019-10-19 12:50:46.489000,Wijchen,2019-10-20 01:30:02.134867
0,Weet iemand wat de prijs is van een onbeperkt abbo (fitness en squash) bij Sports Palace? Ze doen er zelf heel geheimzinnig over.,2019-10-19 22:44:09.166000,8,5dab04d39e6660001de1a90c,0,2019-10-19 14:42:59.189000,Nijmegen,2019-10-20 04:55:02.568409
0,Hebben jullie ooit iemand op date gevraagd tijdens het studeren?,2019-10-19 17:17:36.060000,6,5dab0960d6edc90021f011d7,5,2019-10-19 15:02:24.144000,Nijmegen,2019-10-20 09:15:02.489148
0,Hebben jullie ooit iets gedaan waardoor je een vriendschap moest verbreken? (Zoals zoenen met een gekke ex van je vriendin of totaal iets anders),2019-10-19 21:34:00.786000,12,5dab0bd978c823001cd58f08,6,2019-10-19 15:12:57.305000,Nijmegen,2019-10-20 10:00:02.946333
1,Waarom ik Instagram heb? Ja gewoon. Uhm. Mensen met leuke persoonlijkheden volgen. Dat het toevallig allemaal vrouwen zijn is maar een toeval.,2019-10-19 16:28:20.665000,3,5dab0f360c110e001ef0cd44,22,2019-10-19 15:27:18.074000,Wijchen,2019-10-20 10:05:02.994022
0,Iemand cadeau ideeën voor iemand die net vader is geworden?,2019-10-20 07:33:26.951000,16,5dab128e6e64bc001ed0e105,7,2019-10-19 15:41:34.703000,Nijmegen,2019-10-20 10:10:02.886521
,Lol ze willen Brexit uitstel.,2019-10-19 20:57:30.956000,6,5dab25de77e59d001a88e62e,17,2019-10-19 17:03:58.920000,Wijchen,2019-10-20 10:40:02.361213
1,Het is als chaos voordat Brexit überhaupt gebeurd is. Hoe verwachten ze dat het magisch beter wordt na Brexit? Ik snap het niet meer.,2019-10-19 23:21:52.942000,5,5dab2a76f86710001bc177b3,22,2019-10-19 17:23:34.842000,Wijchen,2019-10-20 10:50:02.276691
,HE WAS A CONSUL OF ROME,2019-10-19 18:40:42.835000,3,5dab2ca48cc8e5001dccd055,7,2019-10-19 17:32:52.350000,Nijmegen,2019-10-20 11:05:02.240878
0,De vraag is: kan je nog met ID-kaart naar Engeland?,2019-10-20 09:36:25.632000,33,5dab3097452398001db82784,6,2019-10-19 17:49:43.644000,Nijmegen,2019-10-20 11:35:38.738417
1,"Waarom wil je toch altijd de dingen die je niet hebt of die niet kunnen?

Ik wil gewoon in bad. :(

#frustraties",2019-10-19 20:40:44.971000,6,5dab37c9eb3b87001ef4a30e,50,2019-10-19 18:20:25.672000,Nijmegen,2019-10-20 12:50:03.016162
,Ik heb blijkbaar echt een babyface. Ik ben 27 en ik word nog steeds om mijn legitimatie gevraagd...,2019-10-20 08:23:47.357000,16,5dab3981d094280015503731,19,2019-10-19 18:27:45.581000,Nijmegen,2019-10-20 13:05:03.335846
1,"Ik doe informatica en natuurlijk vraagt mijn familie me alles en dan ook alles over elk computerprobleem dan ook. Jongens, dat ik informatica doe betekent niet dat elk computer probleem kan oplossen. Dat leer je niet.",2019-10-20 10:05:41.626000,18,5dab4079809376001cbd5041,25,2019-10-19 18:57:29.327000,Wijchen,2019-10-20 13:50:02.886839
1,"Hoe bedoel je een gaming pc zorgt er niet voor dat ik beter studeer? Als ik een gaming pc koop, dan stijgt mijn studieschuld en zo ook mijn motivatie om beter te studeren. 

Moeders snappen ook niks.",2019-10-19 20:40:44.980000,1,5dab4ac584496e001b37951f,95,2019-10-19 19:41:25.680000,Wijchen,2019-10-20 13:55:03.067737
0,Wat is het doel van het leven?,2019-10-20 01:14:12.223000,12,5dab5800e226800017fde285,15,2019-10-19 20:37:52.147000,Nijmegen,2019-10-20 14:10:03.182274
0,"Ik was een jaar nuchter (afgekickt), maar ben weer aan het drinken geslagen En ik voel me ontzettend waardeloos/schaamte maar kan ook niet stoppen.",2019-10-20 07:30:25.047000,21,5dab6362411733001ce371fb,23,2019-10-19 21:26:26.536000,Nijmegen,2019-10-20 14:25:03.206598
,Ben nu na een paar maanden weer eens op jodel en hoorde laatst dat de kik app verwijderd is. Nu vraag ik me toch af wat er toen is gebeurd met alle voormalige kikwolfjes 🤔,2019-10-20 10:03:31.480000,12,5dab6ad91c8aa6001b0328c0,14,2019-10-19 21:58:17.870000,Malden,2019-10-20 14:35:02.656733
,"Ik wil graag 17 upvotes. Meer hoef ik er niet, gewoon 17.",2019-10-20 14:38:20.376000,2,5dac54bd3bb91b0023651254,-2,2019-10-20 14:36:13.169000,Nijmegen,2019-10-20 14:40:02.856821
0,Waarom hebben weblectures 480p? Beetje idioot om hier op te bezuinigen...,2019-10-20 15:31:01.445000,0,5dac619524cacb001bfc7cf9,-3,2019-10-20 15:31:01.445000,Nijmegen,2019-10-20 15:40:02.733192
,Ouderwets lachen om jackass,2019-10-20 13:26:19.476000,1,5dab816cf32a3e001e3192e1,24,2019-10-19 23:34:36.100000,Oosterhout,2019-10-20 16:15:02.419008
0,Heeft iemand tips om je zelfbeeld te verbeteren?,2019-10-20 11:42:53.084000,17,5dab82e01b699c001bf5e056,20,2019-10-19 23:40:48.120000,Nijmegen,2019-10-20 16:25:03.098858
,Paars!!!!!,2019-10-20 00:01:39.750000,2,5dab87a8cc2af1001ecde96c,51,2019-10-20 00:01:12.400000,Nijmegen,2019-10-20 16:50:03.750062
,Paars?,2019-10-20 00:01:48.550000,0,5dab87cccca7bc001782bb71,19,2019-10-20 00:01:48.550000,Nijmegen,2019-10-20 16:55:03.179118
1,"Ik ben dan wel lelijk, en ik heb misschien wel minder geld dan de meesten, en ik ben niet zo slim als de anderen op mijn studie, en mijn mentale en fysieke gezondheid zijn erbarmelijk, maar ik weet wel hoeveel woorden je in een jodel kan pa",2019-10-20 16:59:25.133000,0,5dac764d481187001b3db9c1,-1,2019-10-20 16:59:25.133000,Nijmegen,2019-10-20 17:00:02.449536
0,20 oktober.,2019-10-20 00:04:56.439000,0,5dab8888ee8a50001b62cca3,7,2019-10-20 00:04:56.439000,Nijmegen,2019-10-20 17:35:02.690273
0,"Mannen, worden jullie weleens niet of minder stijf als jullie veel afgetrokken hebben?",2019-10-20 17:42:18.165000,3,5dac7d4bb04356001d4a2b6a,3,2019-10-20 17:29:15.593000,Nijmegen,2019-10-20 18:10:02.667372
1,Eten jullie bewust meer vlees omdat vegetariërs het toch niet eten?,2019-10-20 18:29:02.263000,5,5dac8904acd98a001fc82beb,-4,2019-10-20 18:19:16.761000,Nijmegen,2019-10-20 18:30:03.298123
,"Als deze jodel voor jou niet paars is ven je kleurenblind, sorry",2019-10-20 17:50:13.830000,9,5dab89d12111cc001b3b45b8,77,2019-10-20 00:10:25.450000,Nijmegen,2019-10-20 18:30:03.298123
,#paarsgate,2019-10-20 00:27:47.489000,1,5dab8ca3de95c2001e7056e7,27,2019-10-20 00:22:27.840000,Nijmegen,2019-10-20 19:00:02.653519
,Jodel 5 jaar hoera 🎉,2019-10-20 02:21:00.685000,1,5dab8df5a7f4e3001a828841,57,2019-10-20 00:28:05.016000,Malden,2019-10-20 19:25:02.468035
,JODEL IS JARIG!!!,2019-10-20 00:28:22.316000,0,5dab8e0672c3cc001e85be11,58,2019-10-20 00:28:22.316000,Nijmegen,2019-10-20 20:05:02.480409
,Dubbele karma vandaag!,2019-10-20 08:48:28.021000,2,5dab94e72111cc001b3b7414,61,2019-10-20 00:57:43.974000,Nijmegen,2019-10-20 20:10:02.844674
,"Dat paars leest echt lekker weg
#feedback",2019-10-20 01:36:44.897000,1,5dab95dfc89f15001acb716a,69,2019-10-20 01:01:51.307000,Nijmegen,2019-10-20 20:15:03.366535
0,"Ik had vannacht 5 keer seks maar toen ik nummer 6 initieerde, zei hij ‘nee’. Geen probleem natuurlijk, maar ben bang dat hij nu denkt dat ik alleen maar voor de seks ga. ",2019-10-20 20:29:38.444000,8,5daca5dfb1340f001c684808,1,2019-10-20 20:22:23.125000,Nijmegen,2019-10-20 20:30:02.511259
0,"Ben ik eindelijk thuis na een lange werkdag en dan kan ik niet slapen.. 🙄 Zijn er nog lui wakker? 

#horecaleef",2019-10-20 15:09:29.909000,29,5dabcc92b67a79001e4004a6,36,2019-10-20 04:55:14.838000,Nijmegen,2019-10-20 21:15:02.622429
0,"Altijd als ik wegga bij de jongen waar ik exclusief mee date momenteel, voel ik me altijd een beetje heimweeig. Herkent iemand dit? ",2019-10-20 20:50:40.236000,17,5dac7f297c140d001cc5d360,16,2019-10-20 17:37:13.415000,Nijmegen,2019-10-20 21:20:02.425658
1,"Oh wat zijn we blij, 
oh wat zijn we blij,
niet om de jarige,
maar om de karmarij",2019-10-20 13:13:44.263000,4,5dac085072c3cc001e86d5c6,41,2019-10-20 09:10:08.217000,Nijmegen,2019-10-20 21:20:02.425658
,🌅,2019-10-20 12:49:05.895000,1,5dac17230312930019e25dfe,15,2019-10-20 10:13:23.698000,Nijmegen,2019-10-20 21:45:06.405855
0,Wat was je allerlekkerste keer seks en waarom was dat?,2019-10-20 17:46:31.030000,26,5dac23a3f9b82b001dbba870,21,2019-10-20 11:06:43.795000,Nijmegen,2019-10-20 21:55:05.430452
0,Éindelijk legt Arjen Lubach op mainstream media eens uit hoe de vork daadwerkelijk in de steel zit bij de stikstofcrisis. Wat was dit hard nodig zeg.,2019-10-20 21:58:30.722000,7,5dacb821c4b5f5001b7bfc23,-3,2019-10-20 21:40:17.323000,Nijmegen,2019-10-20 22:00:02.528491
,"Komt er nog een gentstudent uncensored vanavond? En zo ja, wat is de account?",2019-10-20 22:14:57.950000,9,5dacba5ae9ea8e001c9deb2d,-2,2019-10-20 21:49:46.321000,Nijmegen,2019-10-20 22:15:04.667181
,,2019-10-20 13:43:05.913000,1,5dac2a7f1fdb63001c2dc8c8,37,2019-10-20 11:38:00.400000,Nijmegen,2019-10-20 22:20:03.133995
,LUBACH MOET VAN DE BOEREN AFBLIJVEN,2019-10-20 22:44:11.466000,7,5dacbc53483b29001b29dbe0,-4,2019-10-20 21:58:11.798000,Nijmegen,2019-10-20 22:45:02.844354
1,"Net bij de ouders van mijn vriendin gepoept en toen spoelde de wc ineens niet meer door.. Haar vader heeft het met een emmer doorgespoeld 🙃

#bah",2019-10-20 14:53:41.743000,18,5dac44d594f2cd001eade879,81,2019-10-20 13:28:21.632000,Groesbeek,2019-10-20 23:35:02.921538
0,Waar en met wie hadden jullie voor het laatst seks?,2019-10-21 00:23:06.637000,24,5dac4f9c70f80f001d883c72,6,2019-10-20 14:14:20.939000,Malden,2019-10-21 00:45:02.896735
1,"Pada pa da pa, pa da, pa
Pada pa da pa, pada
Pada pa da pa, pa da, pa
Pada pa da pa, pada

#tequila",2019-10-20 15:24:07.879000,2,5dac4fa31f7ae7001b88246f,21,2019-10-20 14:14:27.915000,Nijmegen,2019-10-21 00:50:02.566162
0,Wat doen jullie vandaag?,2019-10-20 16:59:34.472000,9,5dac52955dd4a50020a5486c,10,2019-10-20 14:27:01.982000,Nijmegen,2019-10-21 01:05:02.485159
0,Wie gaat er mee zwemmen?,2019-10-20 18:37:26.509000,17,5dac539777e59d001a8c77c1,10,2019-10-20 14:31:19.505000,Oosterhout,2019-10-21 01:45:02.956791
1,Tip van flip: in het pizzavak van je tas past vaak ook een laptop!,2019-10-20 16:52:57.659000,6,5dac5468e027c800196fb5dd,144,2019-10-20 14:34:48.184000,Nijmegen,2019-10-21 03:05:02.628630
0,"Verveling heerst, iemand kletsen? Asl maakt niet uit.",2019-10-21 00:23:45.958000,13,5dacb42a5938b0001d1d3632,6,2019-10-20 21:23:22.772000,Nijmegen,2019-10-21 06:50:03.388055
1,"Ik lees veel over seks op Jodel, maar wat is dat precies en waar koop ik dat? ",2019-10-20 19:24:17.660000,4,5dac552dae8b0e0025108fe1,40,2019-10-20 14:38:05.447000,Nijmegen,2019-10-21 07:45:03.196729
,Het is allemaal de schuld van paars!!,2019-10-20 19:18:47.128000,12,5dac56cd96fcc7001e364469,17,2019-10-20 14:45:01.167000,Nijmegen,2019-10-21 08:55:02.944164
,Iemand bekend met de boeken over de Law of Attraction van Esther Hicks? Kun je het begrijpen als je bij een willekeurig boek begint? Of moet je bij boek 1 beginnen?,2019-10-21 01:06:08.670000,12,5dac56fe3bc0ef0022e95104,5,2019-10-20 14:45:50.931000,Nijmegen,2019-10-21 09:05:03.017250
0,Ik wil naar de kapper maar weet niet zo goed wat ik wil met mijn haar. Kan je gewoon zonder idee naar de kapper gaan en vragen om tips?,2019-10-21 01:07:51.012000,10,5dac66794350e3001d5e4974,10,2019-10-20 15:51:53.549000,Nijmegen,2019-10-21 09:10:02.992177
,"Ik heb vandaag een pyjamadag maar ik heb honger en geen eten meer in huis. Wat zal ik doen, aankleden en gezonde boodschapjes doen of straks eten bestellen?

#helphelp",2019-10-21 01:04:29.110000,13,5dac74b3630dff001a1cc5b2,27,2019-10-20 16:52:35.963000,Nijmegen,2019-10-21 11:05:02.685685
0,"Aanrader voor een product waar ik (bijna) elke dag mijn gezicht mee kan wassen tegen puistjes? Moet goed werken, liefst niet te duur en goed verkrijgbaar bij bijv. Kruidvat. Dank!",2019-10-21 08:35:09.254000,31,5dac7367099957001e085787,16,2019-10-20 16:47:03.623000,Nijmegen,2019-10-21 11:05:02.685685
0,Hoe zit het in het nieuwe sshn systeem met sterrenbosch en gouverneur?,2019-10-21 11:07:48.361000,1,5dad7500104207001ef3f3fb,-2,2019-10-21 11:06:08.902000,Nijmegen,2019-10-21 11:10:02.795839
1,Ik ben het hele weekend al niet de deur uit gegaan. Ik had er gewoon geen behoefte aan. Voel me er nu echter wel schuldig om.. Herkennen meer mensen dit? Wat doe jullie tegen dat schuldgevoel?,2019-10-20 23:16:21.547000,7,5dac7ae5f711a1001b58c73d,29,2019-10-20 17:19:01.230000,Nijmegen,2019-10-21 11:55:03.227085
0,Wie wil er praten,2019-10-20 20:18:51.818000,13,5dac7b315587dd00268d0f8c,7,2019-10-20 17:20:17.329000,Nijmegen,2019-10-21 12:10:03.331632
,Door al die airpods tegenwoordig ziet het er haast gek uit om bedrade oortjes in te hebben,2019-10-21 01:05:28.458000,13,5dac882f1276cc001be25189,56,2019-10-20 18:15:43.099000,Nijmegen,2019-10-21 12:40:03.647486
0,Laat in deze Jodel je tieten zien.,2019-10-21 08:21:49.807000,17,5dacc0f1cf5304001bb0065b,12,2019-10-20 22:17:53.312000,Nijmegen,2019-10-21 13:05:03.109029
3,Hoe lang moet bier in de diepvries voordat het drinkbaar is?,2019-10-20 19:59:11.265000,7,5dac8be6e9ea8e001c9d37ca,10,2019-10-20 18:31:34.634000,Oosterhout,2019-10-21 13:10:03.563535
